{'评论时间': '2024-02-07 21:33:04', 'IP属地': '湖南', '评论内容': '不都是中国人吗？为什么天灾也要骂，那些传统美德都哪去了'}
{'评论时间': '2024-02-07 19:24:15', 'IP属地': '广东', '评论内容': '真的看哭了，忍不住的那种！为热心的湖北市民点赞👍！我在深圳为你们点赞！'}
{'评论时间': '2024-02-07 03:46:54', 'IP属地': '湖南', '评论内容': '湘鄂赣要是封路，我感觉那些返乡的人能把粤粤给掀咯'}
{'评论时间': '2024-02-07 00:01:54', 'IP属地': '湖南', '评论内容': '骂我们湖南三老表的，别用我们湖南印的钞票'}
{'评论时间': '2024-02-07 19:28:27', 'IP属地': '安徽', '评论内容': '加油加油传播正能量'}
{'评论时间': '2024-02-07 10:51:49', 'IP属地': '吉林', '评论内容': '在东北，你还干浇水，浇热水。都给你冻上'}
{'评论时间': '2024-02-07 11:44:36', 'IP属地': '湖北', '评论内容': '你这哪是打雪仗，这是谋杀'}
{'评论时间': '2024-02-07 22:45:49', 'IP属地': '湖南', '评论内容': '既然看完了，解压'}
{'评论时间': '2024-02-07 15:27:14', 'IP属地': '云南', '评论内容': '评论区怎么这么骚'}
{'评论时间': '2024-02-07 06:51:10', 'IP属地': '广东', '评论内容': '不是我这个湖北人真的很想冲回老家爆扫雪'}
{'评论时间': '2024-02-07 23:17:50', 'IP属地': '江苏', '评论内容': '江苏看到了，加油'}
{'评论时间': '2024-02-07 14:57:03', 'IP属地': '河南', '评论内容': '车顶的雪也得铲'}
{'评论时间': '2024-02-07 21:47:51', 'IP属地': '河南', '评论内容': '没事，湖北交投部门领导回来上班了'}
{'评论时间': '2024-02-07 12:15:42', 'IP属地': '辽宁', '评论内容': '小心别有用心的人挑起内部矛盾，湖北加油'}
{'评论时间': '2024-02-07 18:02:31', 'IP属地': '山东', '评论内容': '吃饭也很麻烦，首先得张开嘴，还得用力嚼，然后还得费劲的消化……建议这些给全国人民科普冻雨的，饭也甭吃了'}
{'评论时间': '2024-02-07 16:01:27', 'IP属地': '江苏', '评论内容': '谁没有玩过，都玩过，小时候玩过打雪仗，屋檐下这种冰多的是'}
{'评论时间': '2024-02-07 01:38:00', 'IP属地': '山东', '评论内容': '湖北加油'}
{'评论时间': '2024-02-07 09:17:11', 'IP属地': '广东', '评论内容': '两湖的亲人，辛苦啦'}
{'评论时间': '2024-02-07 00:04:33', 'IP属地': '河北', '评论内容': '南方小可爱们加油'}
{'评论时间': '2024-02-07 12:40:12', 'IP属地': '福建', '评论内容': '湖北加油'}
{'评论时间': '2024-02-07 00:59:27', 'IP属地': '湖北', '评论内容': '这次冻雨灾害只有湘鄂赣老表们能够相互感同身受！互相抱团抗喷！'}
{'评论时间': '2024-02-07 11:57:19', 'IP属地': '江西', '评论内容': '别骂了  事实就是 全国只有湖北下冻雨'}
{'评论时间': '2024-02-07 19:05:16', 'IP属地': '江苏', '评论内容': '这不是冻，这是雪压实后的样子，多学学我们江苏通宵除冰雪，没下之前就提前撒好盐，想结冰的机会都没'}
{'评论时间': '2024-02-07 15:31:57', 'IP属地': '湖南', '评论内容': '哦豁！，湖北兄弟姐妹，先在前面挡一下刀，让我湖南缓一下。'}
{'评论时间': '2024-02-07 09:51:59', 'IP属地': '福建', '评论内容': '就知道很多杠精杠油车'}
{'评论时间': '2024-02-07 14:55:33', 'IP属地': '河北', '评论内容': '就好比拉裤子里了 一个月后想来洗裤子了 洗的时候还发视频怎么洗不干净呢'}
{'评论时间': '2024-02-07 14:14:13', 'IP属地': '贵州', '评论内容': '他们说 ：湖北有难的时候也是八方支援！好感人'}
{'评论时间': '2024-02-07 14:10:21', 'IP属地': '瑞典', '评论内容': '快删了，别被北方人看见了   待会又说是车压的了'}
{'评论时间': '2024-02-07 12:26:30', 'IP属地': '陕西', '评论内容': '听我的，买两个车，一个电车一个油车，绝对没问题'}
{'评论时间': '2024-02-07 02:06:43', 'IP属地': '黑龙江', '评论内容': '这不就是水落地成冰吗？？？？ 冻雨又是啥新词'}
{'评论时间': '2024-02-07 02:33:02', 'IP属地': '广东', '评论内容': '四年前全国各省助力湖北抵抗疫情，四年后湖北回助困于冰雪中的各省人民，这就是我们中华民族的优良传统，兄弟有难，团结一致战胜困难'}
{'评论时间': '2024-02-07 13:50:23', 'IP属地': '江西', '评论内容': '你们再骂我两湖老表试试'}
{'评论时间': '2024-02-07 18:54:57', 'IP属地': '河南', '评论内容': '评论区什么玩意儿 '}
{'评论时间': '2024-02-07 03:07:39', 'IP属地': '江苏', '评论内容': '看到电车这么厉害，我现在立马起床喝二两，'}
{'评论时间': '2024-02-07 15:54:58', 'IP属地': '安徽', '评论内容': '我10年电车的车主告诉你，你是没选对品牌'}
{'评论时间': '2024-02-07 18:25:30', 'IP属地': '江苏', '评论内容': '高速收费了 收费站应该赔吧'}
{'评论时间': '2024-02-07 00:30:31', 'IP属地': '湖北', '评论内容': '不用去北方就能体验到玩雪的乐趣，你们不懂'}
{'评论时间': '2024-02-07 17:46:46', 'IP属地': '海南', '评论内容': '学了个新词，冻雨'}
{'评论时间': '2024-02-07 11:52:24', 'IP属地': '山东', '评论内容': '这一次湖北高速彻底正式了什么叫前卫汽车'}
{'评论时间': '2024-02-07 11:35:33', 'IP属地': '吉林', '评论内容': '不许骂我们老表'}
{'评论时间': '2024-02-07 18:30:39', 'IP属地': '湖北', '评论内容': '感谢一莎老师为湖北发声，视频传到哪了？'}
{'评论时间': '2024-02-07 12:01:03', 'IP属地': '河南', '评论内容': '这爬路上的电车都懵了吧，我骑电动车我都怕没电，推车费劲还丢人'}
{'评论时间': '2024-02-07 15:32:08', 'IP属地': '内蒙古', '评论内容': '我一个北方人怎么刷到这种视频，是想让我给湖北支招吗'}
{'评论时间': '2024-02-07 06:20:43', 'IP属地': '黑龙江', '评论内容': '哈尔滨为湖北点赞'}
{'评论时间': '2024-02-07 08:55:35', 'IP属地': '山西', '评论内容': '冰冻大雪也阻挡不了孩子们回家，为孩子们点赞'}
{'评论时间': '2024-02-07 18:46:50', 'IP属地': '湖北', '评论内容': '东北和河南朋友说这叫小点的雨夹雪并没有什么威力'}
{'评论时间': '2024-02-07 04:48:42', 'IP属地': '上海', '评论内容': '都压实了'}
{'评论时间': '2024-02-07 17:24:16', 'IP属地': '湖北', '评论内容': '我们都是中国人'}
{'评论时间': '2024-02-07 22:28:51', 'IP属地': '湖北', '评论内容': '加油湖北武汉'}
{'评论时间': '2024-02-07 21:13:37', 'IP属地': '湖南', '评论内容': '欢迎互访点赞关注留言所拍——常德铲雪除冰冻'}
{'评论时间': '2024-02-07 07:36:39', 'IP属地': '陕西', '评论内容': '冻雨这词啥情况出现的'}
{'评论时间': '2024-02-07 15:28:47', 'IP属地': '北京', '评论内容': '感谢老铁科普，三十多年知道冻雨这个词了'}
{'评论时间': '2024-02-07 12:39:39', 'IP属地': '山东', '评论内容': '其实就是十几年可能也就这么一次，所以没必要浪费钱做啥准备，但是湖北朋友在抖音辩解的好像北方没见过下雪下冰雹，没见过怎么处理路面结冰'}
{'评论时间': '2024-02-07 12:51:27', 'IP属地': '广东', '评论内容': '加油'}
{'评论时间': '2024-02-07 10:59:02', 'IP属地': '湖南', '评论内容': '我本来不信真的有人骂我们哥几个，嘿，这评论区还真不少，我说咱别清别送东西了，让他们堵着吧。。。'}
{'评论时间': '2024-02-07 13:19:07', 'IP属地': '重庆', '评论内容': '本人作为10多年的老司机，想给还没买车的朋友一些忠告，油车不费电，电车不费油，想省油就买电车，想省电就买油车'}
{'评论时间': '2024-02-07 01:19:58', 'IP属地': '浙江', '评论内容': '整个浙江偷偷瞒着我们诸暨下雪'}
{'评论时间': '2024-02-07 11:04:43', 'IP属地': '山西', '评论内容': '山西看到了，明白了什么是冻雨，什么是中国精神'}
{'评论时间': '2024-02-07 13:00:41', 'IP属地': '安徽', '评论内容': '你们不许骂我老表'}
{'评论时间': '2024-02-07 08:22:28', 'IP属地': '广西', '评论内容': '五湖四海一家亲，回家过年是咱们的心坎，这就应了那句雪中送炭，愿大家伙平平安安的回家过年'}
{'评论时间': '2024-02-07 10:08:16', 'IP属地': '河北', '评论内容': '这是天灾，无法避免的，为什么要骂他们呢？'}
{'评论时间': '2024-02-07 10:31:41', 'IP属地': '重庆', '评论内容': '之前评论区说的电车开一晚上只掉30公里的人呢？不是可以连续开几天吗？怎么没电了？'}
{'评论时间': '2024-02-07 13:33:48', 'IP属地': '广东', '评论内容': '湖北人都很热情的'}
{'评论时间': '2024-02-07 19:53:48', 'IP属地': '湖南', '评论内容': '真是人心险恶，都困在高速了，有一点点优越感还要嘲笑开电车的'}
{'评论时间': '2024-02-07 10:49:25', 'IP属地': '贵州', '评论内容': '就在我们贵州隔壁耶 加油！人人平安回家过年哦'}
{'评论时间': '2024-02-07 11:54:16', 'IP属地': '辽宁', '评论内容': '这明显不是东北人，东北人谁会说冰溜（二声）子啊，都说冰溜（一声）子。就像你听过东北人说街溜（二声）子吗？不都是街（gai）溜（一声）子吗。'}
{'评论时间': '2024-02-07 10:48:52', 'IP属地': '安徽', '评论内容': '普及冻雨'}
{'评论时间': '2024-02-07 10:17:35', 'IP属地': '河北', '评论内容': '我之前去武汉旅游过 武汉很好玩 为武汉加油'}
{'评论时间': '2024-02-07 13:09:05', 'IP属地': '陕西', '评论内容': '评论区都是什么虎狼之词'}
{'评论时间': '2024-02-07 21:39:18', 'IP属地': '河南', '评论内容': '一瞬间六公分'}
{'评论时间': '2024-02-07 17:11:20', 'IP属地': '云南', '评论内容': '真有北方街溜子'}
{'评论时间': '2024-02-07 15:14:54', 'IP属地': '上海', '评论内容': '没恶意，但是你们北方一堆人说，我们东北什么冰雪没见过，不就是雨夹雪吗'}
{'评论时间': '2024-02-07 15:02:33', 'IP属地': '陕西', '评论内容': '冻雨只冻路中间，其他地方不冻'}
{'评论时间': '2024-02-07 01:38:55', 'IP属地': '湖南', '评论内容': '不是 不要只考虑温度问题啊 湿度就不是问题了嘛 东北湿度也就80多 湖北湖南湿度90多啊'}
{'评论时间': '2024-02-07 13:03:03', 'IP属地': '陕西', '评论内容': '湖北特色'}
{'评论时间': '2024-02-07 22:31:53', 'IP属地': '宁夏', '评论内容': '这要在我们这边5天不清理比你这还厚，不懂得人给懂的人在科普'}
{'评论时间': '2024-02-07 16:26:07', 'IP属地': '河南', '评论内容': '好厉害的冻雨，我们都没见过。'}
{'评论时间': '2024-02-07 14:15:01', 'IP属地': '湖北', '评论内容': '河南是南方吗'}
{'评论时间': '2024-02-07 22:23:04', 'IP属地': '湖北', '评论内容': '湖北人都是暖心的人！谢谢疫情全国各地帮助湖北的天使们！谢谢啦！'}
{'评论时间': '2024-02-07 12:47:45', 'IP属地': '山东', '评论内容': '所有用电的东西低温都掉电很快  不是常识吗  电车车主就是嘴最抗冻'}
{'评论时间': '2024-02-07 18:33:11', 'IP属地': '广东', '评论内容': '在广东的湖北人永远支持家乡'}
{'评论时间': '2024-02-07 13:44:49', 'IP属地': '辽宁', '评论内容': '想知道谁骂你们了给你们普及怎么处理冻雨，就犟冻雨什么时候也处理不了一口咬定自然灾害，反倒是你们给我们普及真的挺搞笑的'}
{'评论时间': '2024-02-07 16:17:19', 'IP属地': '青海', '评论内容': '给湖北人民'}
{'评论时间': '2024-02-07 01:10:51', 'IP属地': '上海', '评论内容': '你开空调不关车门的'}
{'评论时间': '2024-02-07 00:10:58', 'IP属地': '陕西', '评论内容': '湖北人'}
{'评论时间': '2024-02-07 23:51:25', 'IP属地': '北京', '评论内容': '你是没见过北方冬天才会这样说'}
{'评论时间': '2024-02-07 10:28:45', 'IP属地': '陕西', '评论内容': '村里回来六台电车 广东到汉中1800公里，这次回来说电车真不适合长途，以前可不是这态度'}
{'评论时间': '2024-02-07 15:14:33', 'IP属地': '吉林', '评论内容': '这是天灾，不用上班'}
{'评论时间': '2024-02-07 01:33:22', 'IP属地': '湖南', '评论内容': '这是什么解压小游戏'}
{'评论时间': '2024-02-07 22:08:28', 'IP属地': '陕西', '评论内容': '人家一下雪就清理，你这是下了五六天在清理'}
{'评论时间': '2024-02-07 01:52:04', 'IP属地': '湖南', '评论内容': '刚好来湖南张家界玩的第一天就遇到了冻雨 下的不是雪是冰渣子 中间还打了雷 伴有冰雹 ，落地马上变成了薄冰 ，确实和北方的雪 完全不是一码事'}
{'评论时间': '2024-02-07 13:51:53', 'IP属地': '湖北', '评论内容': '希望理解湖北，一方有难八方支援'}
{'评论时间': '2024-02-07 04:33:28', 'IP属地': '海南', '评论内容': '还买电车不'}
{'评论时间': '2024-02-07 21:00:18', 'IP属地': '江苏', '评论内容': '江苏的高速上就没见过冰雪，但在下面的路上冰雪还是多的'}
{'评论时间': '2024-02-07 11:19:39', 'IP属地': '湖北', '评论内容': '电车好处'}
{'评论时间': '2024-02-07 17:55:13', 'IP属地': '江苏', '评论内容': '冻雨：在华北混了一辈子没出名，来湖北溜达一次就火了！'}
{'评论时间': '2024-02-07 14:35:38', 'IP属地': '广东', '评论内容': '电车怎么办'}
{'评论时间': '2024-02-07 07:24:35', 'IP属地': '北京', '评论内容': '一夜没睡，煮饭吃，打败你们所有回家过年的人'}
{'评论时间': '2024-02-07 16:16:42', 'IP属地': '江西', '评论内容': '看着都跑的比飞机快'}
{'评论时间': '2024-02-07 23:22:35', 'IP属地': '宁夏', '评论内容': '湖北人民都是硬汉，湖北加油'}
{'评论时间': '2024-02-07 18:27:46', 'IP属地': '湖北', '评论内容': '冰冻三尺非一日之寒，车子开上去压实了，没提前撒盐，怎么不变下边铲，北方这种情况多了去了还用得着湖北人科普冻雨?太懒了，都在吃香喝辣的'}
{'评论时间': '2024-02-07 17:53:33', 'IP属地': '河南', '评论内容': '我觉得遇到没有遇过的特殊情况，还是多请教有经验的省份，这次无论什么原因，湖北费时费力了但没有达到一定的效果，我们不能怪湖北怎么样，谁都有经验不足的时候，所以，河南没有任何恶意，湖北也不要介怀！同为一家人，同是中国亲！都加油！'}
{'评论时间': '2024-02-07 23:58:19', 'IP属地': '河北', '评论内容': '其实，出门之前，特别是出远门之前看看导航看看一路天气状况是很有必要的。愿各位驾友一路平安，以后先看天气再看导航量力出行'}
{'评论时间': '2024-02-07 16:54:23', 'IP属地': '安徽', '评论内容': '这次是不是要说北方没有大桥，大桥不上冻'}
{'评论时间': '2024-02-07 12:58:48', 'IP属地': '河南', '评论内容': '为什么不在竹叶上撒盐撒除雪剂呢，为什么不提前把电线收起来呢'}
