{'评论时间': '2024-02-09 17:01:39', 'IP属地': '安徽', '评论内容': '感动了'}
{'评论时间': '2024-02-09 12:39:57', 'IP属地': '河南', '评论内容': '这要有一个没摔倒的都不好意思'}
{'评论时间': '2024-02-09 07:07:06', 'IP属地': '四川', '评论内容': '我就奇了怪了，这种时候不是应该齐心协力共同解决问题么？怎么老有那么多喷子去叽叽歪歪呢？你那么厉害，你去除雪啊'}
{'评论时间': '2024-02-09 19:46:27', 'IP属地': '湖北', '评论内容': '冰块往墙上一砸，那种冰块碎裂的快感，真是令人无法想象'}
{'评论时间': '2024-02-09 00:25:51', 'IP属地': '泰国', '评论内容': '云南人看到了'}
{'评论时间': '2024-02-09 14:22:18', 'IP属地': '河南', '评论内容': '家里打牌，吃火锅不舒适吗。马上要升温了。'}
{'评论时间': '2024-02-09 01:55:34', 'IP属地': '湖北', '评论内容': '宁折不弯的精神哪去了'}
{'评论时间': '2024-02-09 09:41:08', 'IP属地': '湖北', '评论内容': '不对呀，这么多天我怎么没看到评论区有骂的'}
{'评论时间': '2024-02-09 20:28:51', 'IP属地': '天津', '评论内容': '哈哈😊特斯拉真牛逼'}
{'评论时间': '2024-02-09 18:06:49', 'IP属地': '四川', '评论内容': '咱就说这车是非开不可吗'}
{'评论时间': '2024-02-09 10:18:37', 'IP属地': '广东', '评论内容': '北方人不要问了，南方人还是天天洗澡，不洗老婆不让上床'}
{'评论时间': '2024-02-09 16:03:54', 'IP属地': '河北', '评论内容': '钻木取个火，烤烤'}
{'评论时间': '2024-02-09 15:55:27', 'IP属地': '河北', '评论内容': '倒一翻仨'}
{'评论时间': '2024-02-09 08:20:21', 'IP属地': '湖北', '评论内容': '其实什么都不管就行了，反正我们不走高速'}
{'评论时间': '2024-02-09 02:49:05', 'IP属地': '河北', '评论内容': '如果是，室外零下十几度，大雪一直下，并且还开着车'}
{'评论时间': '2024-02-09 08:27:43', 'IP属地': '广东', '评论内容': '这样看来下雪的地方都是北方'}
{'评论时间': '2024-02-09 22:08:04', 'IP属地': '黑龙江', '评论内容': '如果我不是东北人真就信了'}
{'评论时间': '2024-02-09 16:07:44', 'IP属地': '广东', '评论内容': '这算雪灾了吧'}
{'评论时间': '2024-02-09 01:42:24', 'IP属地': '吉林', '评论内容': '哇！原来这是冻雨啊，都没见过呢，好怕怕'}
{'评论时间': '2024-02-09 08:19:56', 'IP属地': '河北', '评论内容': '看起来是真出溜'}
{'评论时间': '2024-02-09 23:46:57', 'IP属地': '河南', '评论内容': '说白了就是雨夹雪'}
{'评论时间': '2024-02-09 09:27:07', 'IP属地': '广西', '评论内容': '落水成冰'}
{'评论时间': '2024-02-09 00:06:45', 'IP属地': '广西', '评论内容': '真的有的北方人，以为自己就是一个气象专家了，从小见雪，不知道冻雨就算了，还把无知当个性'}
{'评论时间': '2024-02-09 13:12:22', 'IP属地': '江苏', '评论内容': '要人等雪，不是雪等人'}
{'评论时间': '2024-02-09 19:21:46', 'IP属地': '河北', '评论内容': '我说句公道话，我在湖北呆过3年，湖北确实没下过这样的雨或雪，确实有时候有些事做不到位，可以理解，外省的也别阴阳(我估计很多湖北人就是因为阴阳他们才生气的)，但是就这场雨/雪以及我北方人的经验来说，确实是没有及时清理。希望大家互相理解。'}
{'评论时间': '2024-02-09 01:15:11', 'IP属地': '河南', '评论内容': '河南和湖北几百公里省界线，十几个县相邻，这冻雨也定位的这么准确啊'}
{'评论时间': '2024-02-09 04:58:04', 'IP属地': '陕西', '评论内容': '冻雨这么严重，一开始高速上那些车怎么跑的'}
{'评论时间': '2024-02-09 14:23:39', 'IP属地': '河北', '评论内容': '只有我看见坤坤了吗？'}
{'评论时间': '2024-02-09 22:27:20', 'IP属地': '湖北', '评论内容': '路上拍的'}
{'评论时间': '2024-02-09 12:17:15', 'IP属地': '广东', '评论内容': '本来三拖一，交警叔叔神同步一起摔，结果一拖三啦'}
{'评论时间': '2024-02-09 09:15:11', 'IP属地': '湖北', '评论内容': '嫌菜贵的自己来摘不要钱'}
{'评论时间': '2024-02-09 17:25:32', 'IP属地': '江苏', '评论内容': '湖北高速能通行吗现在，还想回老家不敢走'}
{'评论时间': '2024-02-09 15:42:31', 'IP属地': '河北', '评论内容': '我的朋友：挂车前：黑车刮完后：黑白相间'}
{'评论时间': '2024-02-09 03:53:49', 'IP属地': '河南', '评论内容': '头回见到雪停路都成这样了才干这活'}
{'评论时间': '2024-02-09 20:33:08', 'IP属地': '上海', '评论内容': '除夕快乐！红心点亮，祝福送上，开心每一天'}
{'评论时间': '2024-02-09 10:58:41', 'IP属地': '河南', '评论内容': '谁都不能骂鄂鄂！赣赣！湘湘！'}
{'评论时间': '2024-02-09 17:38:22', 'IP属地': '湖北', '评论内容': '我家的十盆多肉大的小的都被冻死了，养了好多年的'}
{'评论时间': '2024-02-09 05:16:46', 'IP属地': '安徽', '评论内容': '我不信'}
{'评论时间': '2024-02-09 08:46:49', 'IP属地': '湖北', '评论内容': '别折腾了，直接上电锯'}
{'评论时间': '2024-02-09 11:28:34', 'IP属地': '浙江', '评论内容': '不就是冰粒子从小看到大'}
{'评论时间': '2024-02-09 14:23:52', 'IP属地': '浙江', '评论内容': '问题不大等下我把地球加温烤下'}
{'评论时间': '2024-02-09 00:37:06', 'IP属地': '河南', '评论内容': '我们东北已经二十几年没见过这种恶劣冻雨了'}
{'评论时间': '2024-02-09 18:09:14', 'IP属地': '湖北', '评论内容': '这院子，别墅啊'}
{'评论时间': '2024-02-09 08:29:02', 'IP属地': '广东', '评论内容': '请问您用的什么软件？可以显示速度？'}
{'评论时间': '2024-02-09 00:38:46', 'IP属地': '山东', '评论内容': '不是鬼子就是汉奸'}
{'评论时间': '2024-02-09 09:02:53', 'IP属地': '广西', '评论内容': '再忍忍吧！今晚就是除夕了，明天就大年初一了'}
{'评论时间': '2024-02-09 19:45:51', 'IP属地': '湖北', '评论内容': '遇见这种雨，我感到很幸福'}
{'评论时间': '2024-02-09 16:38:55', 'IP属地': '福建', '评论内容': '你们以为南方很舒服啊，去搜一下什么是回南天'}
{'评论时间': '2024-02-09 19:33:43', 'IP属地': '安徽', '评论内容': '王昭君的普攻'}
{'评论时间': '2024-02-09 03:57:03', 'IP属地': '泰国', '评论内容': '你没见过？每年10来度下雨夹雪的时候你没见过？'}
{'评论时间': '2024-02-09 13:55:59', 'IP属地': '陕西', '评论内容': '懒怂'}
{'评论时间': '2024-02-09 10:45:13', 'IP属地': '湖南', '评论内容': '骂了湘湘就不能骂我们鄂鄂了'}
{'评论时间': '2024-02-09 12:32:37', 'IP属地': '河南', '评论内容': '越抹越黑'}
{'评论时间': '2024-02-09 23:40:30', 'IP属地': '辽宁', '评论内容': '天天都在争论这点臭氧层'}
{'评论时间': '2024-02-09 13:31:39', 'IP属地': '山西', '评论内容': '需要火疗！'}
{'评论时间': '2024-02-09 14:21:07', 'IP属地': '广东', '评论内容': '南方人想问下这雪能吃吗'}
{'评论时间': '2024-02-09 16:04:24', 'IP属地': '贵州', '评论内容': '08年啊，整个山啊密密麻麻的树木全部都压断了，就是能想象吗第二年的时候一片片的山全光了，有些房子都塌了，结冰的速度太快了！下的是雨，落地就结冰，晚上睡觉都能不间断的听见松树被压断的声音！想想都可怕'}
{'评论时间': '2024-02-09 00:06:13', 'IP属地': '新疆', '评论内容': '河南在努力铲雪，湖北在努力科普冻雨'}
{'评论时间': '2024-02-09 23:00:42', 'IP属地': '陕西', '评论内容': '使劲啊，用吃奶的劲啊'}
{'评论时间': '2024-02-09 02:20:08', 'IP属地': '湖北', '评论内容': '我现在把那些阴阳我们的全部截屏了，那几个人都等着吧等你们这些河南啊山东啊江苏啊安徽这些人出自然灾害了，放心我第一时间来给你发私信'}
{'评论时间': '2024-02-09 01:16:54', 'IP属地': '湖南', '评论内容': '湖南湖北对于这种事，一直都是被这样'}
{'评论时间': '2024-02-09 11:43:42', 'IP属地': '安徽', '评论内容': '作为安徽人。他这高速跟乡下没除雪的路一样。车子压的'}
{'评论时间': '2024-02-09 09:01:33', 'IP属地': '河南', '评论内容': '仙桃，京山段，堵了20多小时，没人管，没人问，刚开始白天路上没雪，没结冰，不放行，晚上大雪，还不放行'}
{'评论时间': '2024-02-09 14:54:03', 'IP属地': '湖北', '评论内容': '到处都有某省胯子的喷子，逮哪喷哪'}
{'评论时间': '2024-02-09 10:53:41', 'IP属地': '重庆', '评论内容': '难得一见，顺滑，'}
{'评论时间': '2024-02-09 06:56:25', 'IP属地': '江苏', '评论内容': '现在的新闻真的是没有东西播了'}
{'评论时间': '2024-02-09 08:01:35', 'IP属地': '河南', '评论内容': '真犟劲'}
{'评论时间': '2024-02-09 16:11:45', 'IP属地': '湖北', '评论内容': '两耳不闻窗外事安心打麻将'}
{'评论时间': '2024-02-09 08:52:44', 'IP属地': '辽宁', '评论内容': '每个人把身边的雪处理一下  也走出去了'}
{'评论时间': '2024-02-09 00:22:05', 'IP属地': '辽宁', '评论内容': '请大家记住馨愿实体店流量'}
{'评论时间': '2024-02-09 12:56:43', 'IP属地': '山东', '评论内容': '边下边处理，不是等着一层一层高起来'}
{'评论时间': '2024-02-09 09:17:50', 'IP属地': '山东', '评论内容': '还得是自然村！淳朴！'}
{'评论时间': '2024-02-09 08:31:18', 'IP属地': '海南', '评论内容': '只要大家能平安到家，晚点没关系'}
{'评论时间': '2024-02-09 00:21:23', 'IP属地': '黑龙江', '评论内容': '糊弄南方人还可以'}
{'评论时间': '2024-02-09 01:19:19', 'IP属地': '辽宁', '评论内容': '湖北省财政考虑一下让这位东北女婿承包除雪铲冰工作吧，经验丰富'}
{'评论时间': '2024-02-09 00:21:08', 'IP属地': '浙江', '评论内容': '那些说不清的人，争眼睛看清楚'}
{'评论时间': '2024-02-09 07:42:07', 'IP属地': '黑龙江', '评论内容': '云层上比地面温暖 '}
{'评论时间': '2024-02-09 11:52:22', 'IP属地': '新疆', '评论内容': '我们是下雪就扫，你们是等雪化呢。对不起，这次它没有按你们的思路走'}
{'评论时间': '2024-02-09 00:08:25', 'IP属地': '江苏', '评论内容': '我还以为下的冰块'}
{'评论时间': '2024-02-09 22:05:34', 'IP属地': '云南', '评论内容': '我就不喜欢这种隐藏式的门把手，还是传统的门把手好'}
{'评论时间': '2024-02-09 17:33:40', 'IP属地': '四川', '评论内容': '志同道合一起'}
{'评论时间': '2024-02-09 16:49:48', 'IP属地': '河南', '评论内容': '不及时清理，河南的雪也会变成这样'}
{'评论时间': '2024-02-09 08:58:17', 'IP属地': '湖南', '评论内容': '鄂鄂，不怕，湘湘和赣赣在，我们鄂湘赣永远一家亲'}
{'评论时间': '2024-02-09 14:20:38', 'IP属地': '河南', '评论内容': '新疆的比这个好看'}
{'评论时间': '2024-02-09 06:55:13', 'IP属地': '黑龙江', '评论内容': '这在东北不是很正常吗？不就是冻雨吗'}
{'评论时间': '2024-02-09 01:32:56', 'IP属地': '湖北', '评论内容': '外卖来了'}
{'评论时间': '2024-02-09 11:41:36', 'IP属地': '新疆', '评论内容': '忘了穿外套了'}
{'评论时间': '2024-02-09 00:52:26', 'IP属地': '湖北', '评论内容': '冻雨呀！'}
{'评论时间': '2024-02-09 14:53:01', 'IP属地': '湖北', '评论内容': '竹子都成这样了'}
{'评论时间': '2024-02-09 08:24:20', 'IP属地': '湖北', '评论内容': '感谢湖北人'}
{'评论时间': '2024-02-09 10:39:10', 'IP属地': '湖北', '评论内容': '喷子以后都给任何受灾地区受灾群众挡灾，都落在他们身上'}
{'评论时间': '2024-02-09 07:25:47', 'IP属地': '湖南', '评论内容': '这才是交警该有的样子'}
{'评论时间': '2024-02-09 10:55:42', 'IP属地': '河南', '评论内容': '不懂就问为什么湖北冻雨会被骂嘞？？？？'}
{'评论时间': '2024-02-09 01:11:38', 'IP属地': '湖北', '评论内容': '昨天去问藕12元一斤，我不吃藕汤了'}
{'评论时间': '2024-02-09 14:05:24', 'IP属地': '广东', '评论内容': '我小时候铲雪，有爸爸专门给我做的铲子'}
{'评论时间': '2024-02-09 22:37:45', 'IP属地': '四川', '评论内容': '99以下报吧，半小时内有效'}
{'评论时间': '2024-02-09 22:47:43', 'IP属地': '湖南', '评论内容': '原谅我笑出了猪叫声'}
{'评论时间': '2024-02-09 15:54:43', 'IP属地': '新疆', '评论内容': '还好这次看到这情况了，不敢买了'}
{'评论时间': '2024-02-09 02:48:13', 'IP属地': '湖南', '评论内容': '现在还有人堵着呢'}
{'评论时间': '2024-02-09 10:11:11', 'IP属地': '江苏', '评论内容': '清理不及时，找借口'}
{'评论时间': '2024-02-09 20:00:25', 'IP属地': '河南', '评论内容': '雨夹雪，北方都是这么叫吧？。。。不第一时间清理，就诞生个新词“冻雨”'}
{'评论时间': '2024-02-09 00:35:02', 'IP属地': '湖北', '评论内容': '湘湘，赣赣新年快乐！咱们开开心心过个好年过几天雪就化了，还铲什么雪啊'}
{'评论时间': '2024-02-09 06:51:17', 'IP属地': '江苏', '评论内容': '不遇到玻璃不结冰。'}
{'评论时间': '2024-02-09 18:02:40', 'IP属地': '河南', '评论内容': '谁能想到南方会下大雪，设备储量低应对慢很正常。就像我们郑州当时暴雨一样，谁能想到一个内陆城市一小时被灌进去一百多个西湖的水量。地理气候不一样是为了让大家互帮互助的，不是为了让大家找优越感，拿天灾人命开玩笑的。'}
{'评论时间': '2024-02-09 00:04:01', 'IP属地': '河北', '评论内容': '多好啊！不用洗车了'}
{'评论时间': '2024-02-09 08:56:30', 'IP属地': '湖南', '评论内容': '湖南也没避开呀，大哥。'}
{'评论时间': '2024-02-09 00:37:38', 'IP属地': '吉林', '评论内容': '真犟啊'}
{'评论时间': '2024-02-09 16:25:06', 'IP属地': '辽宁', '评论内容': '热水！东北有防冻玻璃水'}
{'评论时间': '2024-02-09 00:46:15', 'IP属地': '福建', '评论内容': '想卖车换油车，价格也会给你一个惊喜'}
{'评论时间': '2024-02-09 15:58:12', 'IP属地': '河北', '评论内容': '湖北个别人的嘴真硬！'}
{'评论时间': '2024-02-09 17:56:55', 'IP属地': '吉林', '评论内容': '这么说吧什么冻雨这这那那的都是借口'}
{'评论时间': '2024-02-09 14:55:43', 'IP属地': 'IP未知', '评论内容': '狡猾的交警叔叔'}
{'评论时间': '2024-02-09 22:44:12', 'IP属地': '湖南', '评论内容': '几年前我就说这是反人类设计'}
{'评论时间': '2024-02-09 00:03:41', 'IP属地': '湖北', '评论内容': '我们荆州和宜昌交界就能看出来，荆州这边公路两边全是堆很高的冰，宜昌那边很干净'}
{'评论时间': '2024-02-09 07:27:12', 'IP属地': '陕西', '评论内容': '为湖北人民加油！'}
{'评论时间': '2024-02-09 07:57:30', 'IP属地': '河北', '评论内容': '冷冷的冰雨在脸上胡乱的拍'}
{'评论时间': '2024-02-09 10:38:43', 'IP属地': '山东', '评论内容': '这是个假的东北人'}
{'评论时间': '2024-02-09 01:20:46', 'IP属地': '内蒙古', '评论内容': '说到底，就是没有及时清理，遇见后来降温。。'}
{'评论时间': '2024-02-09 10:32:17', 'IP属地': '湖南', '评论内容': '作为一名司机，看到这样的视频已经泪流满面，'}
{'评论时间': '2024-02-09 14:27:17', 'IP属地': '内蒙古', '评论内容': '注意安全！！愿大家平安过年'}
