{'评论时间': '2024-02-03 22:47:23', 'IP属地': '湖北', '评论内容': '谁懂啊，东西湖又又又下冻雨了。'}
{'评论时间': '2024-02-03 17:32:09', 'IP属地': '湖北', '评论内容': '冷冷的冰雨在脸上胡乱的拍'}
{'评论时间': '2024-02-03 20:51:30', 'IP属地': '湖北', '评论内容': '一点冻雨'}
{'评论时间': '2024-02-03 20:05:27', 'IP属地': '湖北', '评论内容': '万万想不到我大湖北前段时间以为嗯火了一把，现在因为一场冻雨又火了一把'}
{'评论时间': '2024-02-03 19:54:45', 'IP属地': '广东', '评论内容': '门把手简直是智商税'}
{'评论时间': '2024-02-03 10:20:01', 'IP属地': '广东', '评论内容': '问题来了，什么车能抗住冻雨不冻的'}
{'评论时间': '2024-02-03 11:31:27', 'IP属地': '江苏', '评论内容': '前轱辘转后轱辘不转思密达'}
{'评论时间': '2024-02-03 03:08:04', 'IP属地': '湖北', '评论内容': '一额：下雨还是下雪啊？？？我还…：冻雨？！？！那…：莫样搞咧！？乐…：连个车子都叫不到！！！个…：波一袄！！迟到了咧！！\r懂了？？'}
{'评论时间': '2024-02-03 21:59:43', 'IP属地': '广东', '评论内容': '这把手风阻小省油'}
{'评论时间': '2024-02-03 18:32:09', 'IP属地': '四川', '评论内容': '用嘴巴哈气最多一个小时就能解决'}
{'评论时间': '2024-02-03 14:47:57', 'IP属地': '湖北', '评论内容': '到鄂州中转，已经晚点快6小时了'}
{'评论时间': '2024-02-03 12:37:17', 'IP属地': '广东', '评论内容': '刘德华诚不欺我，冷冷的冰雨在脸上胡乱的拍'}
{'评论时间': '2024-02-03 23:46:12', 'IP属地': '湖北', '评论内容': '高速都封了'}
{'评论时间': '2024-02-03 22:56:05', 'IP属地': '湖北', '评论内容': '我这咋没雪？只有冻雨'}
{'评论时间': '2024-02-03 15:26:48', 'IP属地': '湖北', '评论内容': '湖北一直这样啊，冷就冷几天，不像哈尔滨一冷几个月'}
{'评论时间': '2024-02-03 14:07:24', 'IP属地': '江苏', '评论内容': '感觉还是不要用隐藏式的  不安全'}
{'评论时间': '2024-02-03 10:53:13', 'IP属地': '湖南', '评论内容': '湖北比较高冷的原因'}
{'评论时间': '2024-02-03 23:46:05', 'IP属地': '湖北', '评论内容': '车冻住了打都打不开'}
{'评论时间': '2024-02-03 18:50:26', 'IP属地': '河南', '评论内容': '前轱辘转后轱辘不转思密达'}
{'评论时间': '2024-02-03 11:42:47', 'IP属地': '湖北', '评论内容': '我也在荆州，特么早上敲冰都敲了1个小时'}
{'评论时间': '2024-02-03 18:56:09', 'IP属地': '广东', '评论内容': '小米，半隐藏就可以'}
{'评论时间': '2024-02-03 23:29:55', 'IP属地': '湖南', '评论内容': '揽胜就是没有门把手了我才没买的，而且顶上两个鳍，像兔子'}
{'评论时间': '2024-02-03 22:30:18', 'IP属地': '湖北', '评论内容': '我还在往沪渝高速仙桃方向堵着在，几个小时了'}
{'评论时间': '2024-02-03 22:04:39', 'IP属地': '山东', '评论内容': '把手没有风阻省了很多油'}
{'评论时间': '2024-02-03 18:59:38', 'IP属地': '黑龙江', '评论内容': '隐藏的很好'}
{'评论时间': '2024-02-03 20:05:49', 'IP属地': '上海', '评论内容': '这不结结实实的，，，，，，隐藏了嘛'}
{'评论时间': '2024-02-03 18:30:21', 'IP属地': '四川', '评论内容': '隐藏的真好'}
{'评论时间': '2024-02-03 23:28:32', 'IP属地': '湖北', '评论内容': '哎，出门车被冻住了，门打不开，泼就半瓶玻璃水，从后面爬进去的'}
{'评论时间': '2024-02-03 04:22:51', 'IP属地': '湖北', '评论内容': '过年了，老天爷给的隐形车衣'}
{'评论时间': '2024-02-03 19:36:08', 'IP属地': '湖北', '评论内容': '今天早上9:33南京南的车回武汉，正点12:30到。下午16:30才到。晚点4小时。累死了'}
{'评论时间': '2024-02-03 16:12:55', 'IP属地': '湖北', '评论内容': '武汉叫凌冰'}
{'评论时间': '2024-02-03 00:50:58', 'IP属地': '广东', '评论内容': '我南方小土豆'}
{'评论时间': '2024-02-03 03:36:14', 'IP属地': '广东', '评论内容': '落地成冰，北方真有这么冷吗'}
{'评论时间': '2024-02-03 21:47:10', 'IP属地': '广东', '评论内容': '这个门把手真的很多隐患的'}
{'评论时间': '2024-02-03 18:59:51', 'IP属地': '广东', '评论内容': '反人类设计'}
{'评论时间': '2024-02-03 18:33:51', 'IP属地': '广东', '评论内容': '新设计，漂亮'}
{'评论时间': '2024-02-03 09:30:48', 'IP属地': '重庆', '评论内容': '那种隐形门把手能打开门吗'}
{'评论时间': '2024-02-03 19:03:47', 'IP属地': '上海', '评论内容': '我也是做设计的，第一眼看到这个设计就觉得很作，结果作死了'}
{'评论时间': '2024-02-03 14:39:58', 'IP属地': '福建', '评论内容': '门把手有什么见不得人的要隐藏的'}
{'评论时间': '2024-02-03 20:18:49', 'IP属地': '湖北', '评论内容': '这天气冰雪铲你值得拥有'}
{'评论时间': '2024-02-03 15:06:45', 'IP属地': '黑龙江', '评论内容': '所以在东北还是不能买这车啊'}
{'评论时间': '2024-02-03 19:43:04', 'IP属地': '湖北', '评论内容': '武汉好样的'}
{'评论时间': '2024-02-03 18:58:28', 'IP属地': '贵州', '评论内容': '停地下车库啊'}
{'评论时间': '2024-02-03 14:52:44', 'IP属地': '湖北', '评论内容': '下的冻雨叫雪子子，掉下来的叫令勾子。请问你作为一个东北人，在湖北开车出行还能自如不'}
{'评论时间': '2024-02-03 21:02:46', 'IP属地': '湖北', '评论内容': '冷冷的冰雨在脸上胡乱的拍'}
{'评论时间': '2024-02-03 11:11:06', 'IP属地': '安徽', '评论内容': '我们这里这两天也在下冻雨，刚带我女儿到奶茶店买奶茶我女儿在奶茶店门口把老板的电动车挡风被上面的冻雨冰层给剥了'}
{'评论时间': '2024-02-03 23:18:48', 'IP属地': '湖北', '评论内容': '冰糖湖北'}
{'评论时间': '2024-02-03 20:30:02', 'IP属地': '天津', '评论内容': '记着下次来时带壶开水'}
{'评论时间': '2024-02-03 10:59:38', 'IP属地': '湖北', '评论内容': '轮胎和公里数要加班了'}
{'评论时间': '2024-02-03 18:11:22', 'IP属地': '湖北', '评论内容': '这就是中国人瞎设计，自认为挺好。一点都不考虑实际情况。'}
{'评论时间': '2024-02-03 12:05:21', 'IP属地': '湖北', '评论内容': '就问你服不服吧咱湖北的冷吧大哥'}
{'评论时间': '2024-02-03 19:00:35', 'IP属地': '湖北', '评论内容': '都说这种门把手高大尚'}
{'评论时间': '2024-02-03 23:59:47', 'IP属地': '广西', '评论内容': '敢说这门把手不好的，就不怕特斯拉养的狗咬人吗'}
{'评论时间': '2024-02-03 11:38:42', 'IP属地': '湖北', '评论内容': '这叫高级冷，俗称高冷'}
{'评论时间': '2024-02-03 16:06:08', 'IP属地': '江西', '评论内容': '用开水呀。'}
{'评论时间': '2024-02-03 23:27:36', 'IP属地': '广西', '评论内容': '缺脑的设计'}
{'评论时间': '2024-02-03 12:08:09', 'IP属地': '河南', '评论内容': '后轱辘不转前轱辘转思密达'}
{'评论时间': '2024-02-03 23:57:19', 'IP属地': '湖北', '评论内容': '晚点一直推迟推迟，熬不住，拼了个车走了，现在好大雪'}
{'评论时间': '2024-02-03 19:49:14', 'IP属地': '河北', '评论内容': '今天看了下武汉白天晚上一个温度计我以为我天气预报坏了'}
{'评论时间': '2024-02-03 22:44:52', 'IP属地': '吉林', '评论内容': '诶。。。我去年七月份没买隐藏车把手的车就怕这状况，毕竟门冻住在我们这很常见，某品牌销售说，我们有破冰模式，我信你个鬼'}
{'评论时间': '2024-02-03 23:10:57', 'IP属地': '广西', '评论内容': '1号在武汉冷死 2号在广西热死  '}
{'评论时间': '2024-02-03 18:45:10', 'IP属地': '河南', '评论内容': '一盆温水都解决了非要自损八百'}
{'评论时间': '2024-02-03 22:59:25', 'IP属地': '山东', '评论内容': '别急，就算把手打开了也没用，因为门也冻住了'}
{'评论时间': '2024-02-03 22:32:25', 'IP属地': '湖北', '评论内容': '来武汉旅游的朋友们，就在此过年吧'}
{'评论时间': '2024-02-03 06:41:21', 'IP属地': '湖北', '评论内容': '大家快来我们湖北玩！我们有面包车陷的冰糖葫芦'}
{'评论时间': '2024-02-03 13:43:07', 'IP属地': '山东', '评论内容': '冻雨真的可以用热水浇吗'}
{'评论时间': '2024-02-03 12:30:31', 'IP属地': '湖北', '评论内容': '免费喷膜，希望你喜欢。'}
{'评论时间': '2024-02-03 19:09:06', 'IP属地': '江西', '评论内容': '五菱宏光门把手领先汽车行业20年'}
{'评论时间': '2024-02-03 12:04:48', 'IP属地': '湖北', '评论内容': '前轱辘转后轱辘不转'}
{'评论时间': '2024-02-03 22:51:36', 'IP属地': '湖北', '评论内容': '武汉哪里下雪了'}
{'评论时间': '2024-02-03 20:11:54', 'IP属地': '江苏', '评论内容': '你的副本还没刷呢   门打不开的'}
{'评论时间': '2024-02-03 19:18:33', 'IP属地': '湖南', '评论内容': '浇热水啊'}
{'评论时间': '2024-02-03 23:24:26', 'IP属地': '四川', '评论内容': '我今天坐的绿皮火车在武昌火车站下暴雪，火车停运了两个小时，高速路全部封闭'}
{'评论时间': '2024-02-03 21:53:36', 'IP属地': '安徽', '评论内容': '以后出门包里备着防冻玻璃水'}
{'评论时间': '2024-02-03 22:32:38', 'IP属地': '安徽', '评论内容': '晚点302分钟'}
{'评论时间': '2024-02-03 23:38:02', 'IP属地': '湖北', '评论内容': '刚出门被小情侣创翻了也没说把我扶一下'}
{'评论时间': '2024-02-03 10:13:43', 'IP属地': '江苏', '评论内容': '冷冷的冰雨胡乱的拍'}
{'评论时间': '2024-02-03 21:49:05', 'IP属地': '安徽', '评论内容': '发给雷总解决'}
{'评论时间': '2024-02-03 18:40:27', 'IP属地': '河南', '评论内容': '还好雷军发明了半隐式'}
{'评论时间': '2024-02-03 19:17:54', 'IP属地': '湖北', '评论内容': '怎么没下雪？东西湖都下了好厚一层'}
{'评论时间': '2024-02-03 15:21:03', 'IP属地': '湖北', '评论内容': '好标准 不像武汉人'}
{'评论时间': '2024-02-03 21:26:24', 'IP属地': '江西', '评论内容': '中看不中用的东西，纯属浪费表情，不如老式把手实用'}
{'评论时间': '2024-02-03 23:50:37', 'IP属地': '湖北', '评论内容': '这么多人，湖北文旅出动，带他们去武当山，去神农架，去黄鹤楼，去三峡大坝，去腾龙洞，去屈原故里，去方特，大巴车费全免费'}
{'评论时间': '2024-02-03 18:56:03', 'IP属地': '湖北', '评论内容': '武汉是个好客的城市'}
{'评论时间': '2024-02-03 23:54:10', 'IP属地': '湖北', '评论内容': '树枝都被冻断了，掉地上的冰跟玻璃一样。所以滞留武汉不能背锅。'}
{'评论时间': '2024-02-03 11:35:56', 'IP属地': '湖北', '评论内容': '我真的会冷死在武汉'}
{'评论时间': '2024-02-03 19:09:39', 'IP属地': '浙江', '评论内容': '这不是高科技吗'}
{'评论时间': '2024-02-03 19:09:18', 'IP属地': '安徽', '评论内容': '把高铁都冻住了'}
{'评论时间': '2024-02-03 20:15:07', 'IP属地': '湖南', '评论内容': '不是隐藏的也打不开'}
{'评论时间': '2024-02-03 17:11:38', 'IP属地': '湖北', '评论内容': '今天早上看到了各种原地刨坑的四轮子'}
{'评论时间': '2024-02-03 18:46:49', 'IP属地': '广东', '评论内容': '反人类设计'}
{'评论时间': '2024-02-03 19:59:50', 'IP属地': '江苏', '评论内容': '这种设计应该禁止'}
{'评论时间': '2024-02-03 21:15:51', 'IP属地': '广东', '评论内容': '机智的我早已坐灰机回广东了，正穿着短袖看冻雨'}
{'评论时间': '2024-02-03 10:30:53', 'IP属地': '湖北', '评论内容': '湖北：我要冷，但是我又不能和其他省一样，所以我出个冻雨，'}
{'评论时间': '2024-02-03 21:42:22', 'IP属地': '河南', '评论内容': '建议车辆升级下门把手通风加热功能加价5000，让你的手拉门从此冬暖夏凉'}
{'评论时间': '2024-02-03 14:59:21', 'IP属地': '山西', '评论内容': '厂家说了这样设计是降低风阻'}
{'评论时间': '2024-02-03 18:10:07', 'IP属地': '湖北', '评论内容': '往上海方向的正常吗，我明天要回家'}
{'评论时间': '2024-02-03 21:05:49', 'IP属地': '湖北', '评论内容': '就只有咸宁光下雨啥也没有，凭什么湖北别的地方都下雪了还有雾凇，为什么为什么为什么！'}
{'评论时间': '2024-02-03 12:03:57', 'IP属地': '安徽', '评论内容': '汽车🚗，交警叔叔，你倒是推我一把啊'}
{'评论时间': '2024-02-03 15:37:57', 'IP属地': '北京', '评论内容': '这就是给有钱人设计的，哪个有钱人没有车库'}
{'评论时间': '2024-02-03 21:05:51', 'IP属地': '湖北', '评论内容': '不想高铁延误和飞机延误呀'}
{'评论时间': '2024-02-03 22:45:35', 'IP属地': '重庆', '评论内容': '用尿滋一下试试'}
{'评论时间': '2024-02-03 10:20:42', 'IP属地': '浙江', '评论内容': '后轱辘不转前轱辘转思密达'}
{'评论时间': '2024-02-03 18:44:40', 'IP属地': '山东', '评论内容': '撒泡尿试试'}
{'评论时间': '2024-02-03 13:55:48', 'IP属地': '陕西', '评论内容': '我看有人用卫生巾把把手每天停车贴上'}
{'评论时间': '2024-02-03 14:31:23', 'IP属地': '浙江', '评论内容': '这种设计本身就是一个噱头'}
{'评论时间': '2024-02-03 20:34:09', 'IP属地': '重庆', '评论内容': '是哪个灾舅子设计的这种把手'}
{'评论时间': '2024-02-03 09:28:25', 'IP属地': '湖北', '评论内容': '不光外省人没听过冻雨，作为纯正湖北人也是第一次见'}
{'评论时间': '2024-02-03 11:43:43', 'IP属地': '江苏', '评论内容': '过年回家，路程 200 公里，汽车已经跑了一万，到家路程显示 10 万公里'}
{'评论时间': '2024-02-03 22:22:13', 'IP属地': '湖北', '评论内容': '昨晚简直是渡劫，打雷吹大风下暴雪，一晚上十几公分，车篷都压塌了'}
{'评论时间': '2024-02-03 12:30:32', 'IP属地': '山东', '评论内容': '我爸爸从山东去湖北孝感卸货呢 困在孝感三天了 全家都在等着他回来过年'}
{'评论时间': '2024-02-03 19:30:12', 'IP属地': '北京', '评论内容': '热水吧'}
{'评论时间': '2024-02-03 04:54:09', 'IP属地': '湖北', '评论内容': '我给东北的老铁介绍一下，这是我们湖北的冰糖葫芦'}
{'评论时间': '2024-02-03 01:18:57', 'IP属地': '湖北', '评论内容': '湖北叫冰激凌'}
{'评论时间': '2024-02-03 15:56:27', 'IP属地': '湖北', '评论内容': '我开车路上看见了武汉高铁的速度了，比公交车开的还慢，第一次见'}
{'评论时间': '2024-02-03 18:04:37', 'IP属地': '湖北', '评论内容': '还好昨天下午回来了 晚一天都不行了'}
{'评论时间': '2024-02-03 17:19:09', 'IP属地': '湖北', '评论内容': '武汉，一切皆可冰糖'}
{'评论时间': '2024-02-03 18:25:58', 'IP属地': '广东', '评论内容': '隐藏把手的真正阴谋就是多4个电机，多4个维修项目'}
{'评论时间': '2024-02-03 20:37:32', 'IP属地': '山东', '评论内容': '高科技'}
{'评论时间': '2024-02-03 13:51:33', 'IP属地': '山东', '评论内容': '这样的设计不科学'}
{'评论时间': '2024-02-03 12:14:11', 'IP属地': '湖北', '评论内容': '同样是湖北，为啥我这里没有下'}
{'评论时间': '2024-02-03 22:21:30', 'IP属地': '湖北', '评论内容': '武汉周边的也停了吗，黄冈黄石这些线路呢'}
{'评论时间': '2024-02-03 19:53:36', 'IP属地': '湖北', '评论内容': '冷冷的冰雨在脸上胡乱的拍'}
{'评论时间': '2024-02-03 23:25:33', 'IP属地': '湖北', '评论内容': '笑死，我的问界m5也是这样的，根本弹不出来，耳朵也打不开'}
