{'评论时间': '2024-02-04 18:54:49', 'IP属地': '安徽', '评论内容': '致敬武汉融雪除冰人，你们辛苦了！'}
{'评论时间': '2024-02-04 17:42:41', 'IP属地': '湖北', '评论内容': '感觉我是个假湖北人'}
{'评论时间': '2024-02-04 12:19:53', 'IP属地': '湖北', '评论内容': '本来今天回家过年的，临时喊过去铲了一上午'}
{'评论时间': '2024-02-04 17:37:26', 'IP属地': '山东', '评论内容': '不开玩笑湖北这个地方谁负责铲雪的'}
{'评论时间': '2024-02-04 16:34:42', 'IP属地': '河南', '评论内容': '还好放假了'}
{'评论时间': '2024-02-04 22:47:57', 'IP属地': '河北', '评论内容': '本来过年抢票就不容易了，还闹这一出，真是点背到家了'}
{'评论时间': '2024-02-04 18:09:21', 'IP属地': '湖北', '评论内容': '冻雨是自然灾害，下到物体上，直接成冰，全城的冰糖葫芦'}
{'评论时间': '2024-02-04 23:49:18', 'IP属地': '湖南', '评论内容': '雨棚倒了压垮了好多车，地面全是冰 到处都出了事故，树枝倒了带着电线一起，真的一点也不美好'}
{'评论时间': '2024-02-04 13:51:43', 'IP属地': '湖北', '评论内容': '昨天在武汉上堵着，油耗没了'}
{'评论时间': '2024-02-04 19:17:34', 'IP属地': '湖北', '评论内容': '王昭君:都是我的错，关湖北什么事'}
{'评论时间': '2024-02-04 11:34:40', 'IP属地': '湖北', '评论内容': '我们已经晚点3个多小时了，还没有上车'}
{'评论时间': '2024-02-04 17:55:27', 'IP属地': '湖南', '评论内容': '我就在这站着 谁敢说我湖北老表'}
{'评论时间': '2024-02-04 19:25:32', 'IP属地': '山东', '评论内容': '我就站在这儿，我看看谁敢骂湖北'}
{'评论时间': '2024-02-04 17:16:02', 'IP属地': '江苏', '评论内容': '有些人不是骂湖北，就是骂安徽，我们欠你们的吗，要不你让高铁不要经过我们那'}
{'评论时间': '2024-02-04 19:13:26', 'IP属地': '广东', '评论内容': '钟老说过，武汉是一座英雄城市'}
{'评论时间': '2024-02-04 20:54:46', 'IP属地': '湖北', '评论内容': '小区里的树全被冻雨压断了，车棚也压垮了'}
{'评论时间': '2024-02-04 13:43:33', 'IP属地': '四川', '评论内容': '冻雨比雪看上去还更冷的样子'}
{'评论时间': '2024-02-04 01:06:25', 'IP属地': '湖北', '评论内容': '嗯，一天没出门没想到外面这个样子了。'}
{'评论时间': '2024-02-04 22:30:59', 'IP属地': '江西', '评论内容': '南方的朋友又希望下雪  但是灾情让人难受'}
{'评论时间': '2024-02-04 14:51:05', 'IP属地': '重庆', '评论内容': '恶劣天气晚点列车发免费面包和水 有什么好抱怨的'}
{'评论时间': '2024-02-04 19:17:51', 'IP属地': '江西', '评论内容': '还好回家早'}
{'评论时间': '2024-02-04 10:29:04', 'IP属地': '黑龙江', '评论内容': '路上这么多车，就不能下来几个人帮忙推下救护车吗？'}
{'评论时间': '2024-02-04 18:04:20', 'IP属地': '湖北', '评论内容': '今年的高速从安徽骂到江西，再骂到湖南湖北！'}
{'评论时间': '2024-02-04 21:03:55', 'IP属地': '上海', '评论内容': '我大武汉真的。好不容易嗯火了，小伙伴儿们都要来了，结果冻雨了'}
{'评论时间': '2024-02-04 17:47:05', 'IP属地': '湖南', '评论内容': '谁骂我老表我湘湘第一个不同意'}
{'评论时间': '2024-02-04 22:13:18', 'IP属地': '韩国', '评论内容': '不用回家过年了！'}
{'评论时间': '2024-02-04 23:09:52', 'IP属地': '湖北', '评论内容': '我现在就在绿皮火车上'}
{'评论时间': '2024-02-04 18:16:45', 'IP属地': '湖南', '评论内容': '湖南的冰'}
{'评论时间': '2024-02-04 16:56:54', 'IP属地': '湖北', '评论内容': '大雪是降速，冻雨是晚点，别问我怎么知道的'}
{'评论时间': '2024-02-04 12:33:50', 'IP属地': '湖北', '评论内容': '武汉的热情，来旅游的哪里跑'}
{'评论时间': '2024-02-04 16:11:47', 'IP属地': '安徽', '评论内容': '我弟在湖北，他的车现状'}
{'评论时间': '2024-02-04 11:30:28', 'IP属地': '湖北', '评论内容': '这个是冻雨！  所有东西都是冰糖系的。 比如冰糖树枝！！！  把我顶上去'}
{'评论时间': '2024-02-04 14:13:13', 'IP属地': '广东', '评论内容': '呃，不懂，为什么喷湖北冻雨，有没有大佬解释一下'}
{'评论时间': '2024-02-04 20:33:08', 'IP属地': '湖北', '评论内容': '汉奸不许骂我的家'}
{'评论时间': '2024-02-04 18:25:49', 'IP属地': '湖南', '评论内容': '就问见过下雪的，见过树上全是冰膜的吗？'}
{'评论时间': '2024-02-04 17:38:18', 'IP属地': '湖南', '评论内容': '湖北'}
{'评论时间': '2024-02-04 02:41:51', 'IP属地': '四川', '评论内容': '听说武汉叫火炉'}
{'评论时间': '2024-02-04 16:07:33', 'IP属地': '湖北', '评论内容': '这是下的冻雨结的冰凌压断的'}
{'评论时间': '2024-02-04 23:41:21', 'IP属地': '广东', '评论内容': '湖北太不容易了，向各行各业奋战的工作人员致敬'}
{'评论时间': '2024-02-04 18:24:08', 'IP属地': '江苏', '评论内容': '湖北的宝子们平平安安安全回家哦'}
{'评论时间': '2024-02-04 18:29:16', 'IP属地': '湖北', '评论内容': '妈的,刷的这个，我现在很绝望,我想着我后天6号还能不能走？我真的好想回家呀'}
{'评论时间': '2024-02-04 19:06:09', 'IP属地': '江苏', '评论内容': '老表！恁那的糖葫芦竟然还有汽车馅的'}
{'评论时间': '2024-02-04 15:51:18', 'IP属地': '广东', '评论内容': '冻雨属于严重自然灾害'}
{'评论时间': '2024-02-04 20:24:27', 'IP属地': '浙江', '评论内容': '你们秋天都不修剪树枝的吗'}
{'评论时间': '2024-02-04 21:48:34', 'IP属地': '湖南', '评论内容': '冻雨就是先下雨，下着下着慢慢的雪子，一颗一颗的颗粒状的小圆球就开始下把先前下的雨锁住，然后雪花开始飘在上面，然后就全变成了比石头还硬的冰'}
{'评论时间': '2024-02-04 22:08:57', 'IP属地': '湖南', '评论内容': '可是退票了，就买不了任何票回家了'}
{'评论时间': '2024-02-04 23:24:00', 'IP属地': '广西', '评论内容': '谁说绿皮火车是内燃机的'}
{'评论时间': '2024-02-04 19:07:59', 'IP属地': '湖北', '评论内容': '冻雨是天灾啊 我们也不希望 别骂了湖北'}
{'评论时间': '2024-02-04 17:28:28', 'IP属地': '四川', '评论内容': '疫情过完又来冻雨，生活在他乡的湖北人看到这两天的抖音心碎一地'}
{'评论时间': '2024-02-04 17:09:16', 'IP属地': '湖南', '评论内容': '湖南也是一样的'}
{'评论时间': '2024-02-04 20:43:30', 'IP属地': '海南', '评论内容': '又是武汉了，'}
{'评论时间': '2024-02-04 23:10:39', 'IP属地': '湖南', '评论内容': '不是湖南也冻雨怎么没人说'}
{'评论时间': '2024-02-04 02:48:32', 'IP属地': '广东', '评论内容': '下高速路上，车不是全打滑了'}
{'评论时间': '2024-02-04 16:35:10', 'IP属地': '湖北', '评论内容': '湖北这次是先下冻雨在下大雪，冻雨下到地上就结冰 ，前面铲后面冻，铁锹都铲不动，又下大雪清理更加困难，我是湖北人小时候经常下雪，冻雨下的少，就08年冻雨加雪灾，这几天跟08年一样，都在网上🐴湖北，湖北人也很难啊，暖气都没有'}
{'评论时间': '2024-02-04 04:45:23', 'IP属地': '广西', '评论内容': '湖北就是一个巨大的糖葫芦'}
{'评论时间': '2024-02-04 22:57:51', 'IP属地': '浙江', '评论内容': '愿所以抢修人员平安，一切安好回家过年'}
{'评论时间': '2024-02-04 17:39:35', 'IP属地': '福建', '评论内容': '希望大家可以平安回到家乡 和家人团聚'}
{'评论时间': '2024-02-04 01:57:53', 'IP属地': '陕西', '评论内容': '冻雨——滴水成冰，直接给你下冰'}
{'评论时间': '2024-02-04 21:51:14', 'IP属地': '河南', '评论内容': '都是一家人，别喷，每个人都在努力的去解决，我看谁敢骂'}
{'评论时间': '2024-02-04 19:04:27', 'IP属地': '广东', '评论内容': '暴雪弄得现在都还没回家'}
{'评论时间': '2024-02-04 16:35:19', 'IP属地': '湖北', '评论内容': '冻雨是天灾，好多人还都在骂湖北为什么不派人清雪，不是没有清是根本来不及，湖北又控制不了天气！冻雨是雨从天上落下来遇到地面就成冰，撒的盐融雪剂没化开就冻住了，化开成水一样冻住，如果有人自认可以解决天灾，您赶快来解救回不了家的众人'}
{'评论时间': '2024-02-04 18:52:37', 'IP属地': '四川', '评论内容': '从小到大，记忆里感觉湖北要么不下雪，下雪雪总是会伴随着冰雹，砸的很疼，这次更吓人，落地成冰，车辆无法行驶，导致交通瘫痪，农民种在地里的菜也都全冻死了，还好快过年了，家家户户很多年货。希望天气快点晴朗，希望冰雪快点融化，希望今年去湖北旅游的朋友们能在年前赶回家，也希望像我这样远在外地的人不会因为冰雪回不了家'}
{'评论时间': '2024-02-04 19:58:00', 'IP属地': '广东', '评论内容': '深圳还在穿短袖'}
{'评论时间': '2024-02-04 20:44:04', 'IP属地': '湖北', '评论内容': '一般这个时候我们都不出门，每天都看看冰雕，而且我们出门都有防滑链'}
{'评论时间': '2024-02-04 19:01:50', 'IP属地': '山东', '评论内容': '天灾面前谁都无能为力，请互相理解吧'}
{'评论时间': '2024-02-04 12:01:28', 'IP属地': '湖北', '评论内容': '上班路上'}
{'评论时间': '2024-02-04 21:05:48', 'IP属地': '贵州', '评论内容': '我们也曾经历过这些，特别理解'}
{'评论时间': '2024-02-04 12:06:39', 'IP属地': '上海', '评论内容': '湖北人，湖北魂，湖北的冻雨最堵人'}
{'评论时间': '2024-02-04 23:16:43', 'IP属地': '广东', '评论内容': '唉难受啊明明才过去疫情又来天灾'}
{'评论时间': '2024-02-04 17:38:57', 'IP属地': '湖南', '评论内容': '这是冻雨吗'}
{'评论时间': '2024-02-04 18:02:40', 'IP属地': '浙江', '评论内容': '可不可以以后把过年挪到夏天'}
{'评论时间': '2024-02-04 01:33:02', 'IP属地': '湖北', '评论内容': '现在下雪了'}
{'评论时间': '2024-02-04 22:09:26', 'IP属地': '河南', '评论内容': '不能怨湖北的宝宝，冻雨是自然灾害，他们已经很努力了'}
{'评论时间': '2024-02-04 13:34:10', 'IP属地': '河南', '评论内容': '真不理解有啥好比较，有啥好骂的'}
{'评论时间': '2024-02-04 22:56:02', 'IP属地': '湖北', '评论内容': '呐呐呐，那些要看冻雨啥样的，来看看'}
{'评论时间': '2024-02-04 18:53:52', 'IP属地': '云南', '评论内容': '铁路只会对不起职工，不会对不起旅客'}
{'评论时间': '2024-02-04 08:31:22', 'IP属地': '湖北', '评论内容': '哥们给那些没文化没见过世面的部分口嗨河南的哥们普及下'}
{'评论时间': '2024-02-04 23:17:47', 'IP属地': '江西', '评论内容': '08年江西湖南也是这样，想想都刺激，开车边开边结冰是什么体验'}
{'评论时间': '2024-02-04 13:53:09', 'IP属地': '湖北', '评论内容': '可是荆州今天真的下雪了'}
{'评论时间': '2024-02-04 23:38:26', 'IP属地': '湖北', '评论内容': '唉，我们上一次这么下雪是十几年前，所以我们其实除雪车什么的并不常备'}
{'评论时间': '2024-02-04 16:15:32', 'IP属地': '上海', '评论内容': '明天下午两点汉口回十堰会不会停啊'}
{'评论时间': '2024-02-04 20:33:18', 'IP属地': '云南', '评论内容': '希望早日度过难关，大家一起开开心心过春节'}
{'评论时间': '2024-02-04 19:48:07', 'IP属地': '广东', '评论内容': '冻雨，农村人用过尿素的都知道冻雨的样子'}
{'评论时间': '2024-02-04 15:55:34', 'IP属地': '河南', '评论内容': '没想到冻雨这么严重后果，湖北的朋友们你们一定要多加小心了'}
{'评论时间': '2024-02-04 22:11:44', 'IP属地': '广东', '评论内容': '都下冻雨了，我在广东今天穿短袖'}
{'评论时间': '2024-02-04 17:46:01', 'IP属地': '甘肃', '评论内容': '不管哪个时代，人民铁路为人民'}
{'评论时间': '2024-02-04 13:08:35', 'IP属地': '新疆', '评论内容': '那些专家出来说说。全球天气为啥还没变暖'}
{'评论时间': '2024-02-04 22:32:36', 'IP属地': '河南', '评论内容': '河南这两天，雪和冻雨夹杂着下，上班太难了'}
{'评论时间': '2024-02-04 21:30:28', 'IP属地': '上海', '评论内容': '希望都能顺利赶上过年'}
{'评论时间': '2024-02-04 13:32:35', 'IP属地': '湖北', '评论内容': '昨天堆的'}
{'评论时间': '2024-02-04 18:18:36', 'IP属地': '湖北', '评论内容': '所有人都在防着河南，做了应急措施！没想到王炸来了湖北，我们也没经历过这种冻雨，受了灾还被骂'}
{'评论时间': '2024-02-04 19:51:10', 'IP属地': '湖北', '评论内容': '为啥每个视频都在说武汉？湖北冻雨加暴雪的可不止是武汉'}
{'评论时间': '2024-02-04 20:17:58', 'IP属地': '河北', '评论内容': '湖北冻雨长什么样子 哪个好心人可以拍张照我也想看看'}
{'评论时间': '2024-02-04 23:19:38', 'IP属地': '湖北', '评论内容': '晚上走路突然面前树枝断了'}
{'评论时间': '2024-02-04 13:03:24', 'IP属地': '河南', '评论内容': '不准骂我老表'}
{'评论时间': '2024-02-04 23:05:28', 'IP属地': '湖南', '评论内容': '昨天出门买东西 不知道路滑 摔了一跤 现在屁股还是肿的'}
{'评论时间': '2024-02-04 17:41:20', 'IP属地': '广东', '评论内容': '冻雨长什么样子'}
{'评论时间': '2024-02-04 21:46:31', 'IP属地': '广东', '评论内容': '湖北的朋友还好吗'}
{'评论时间': '2024-02-04 17:46:35', 'IP属地': '湖南', '评论内容': '湖南都结冰了 那雪根本不是软的 全是冻住的 身在福中不知福 给我go out'}
{'评论时间': '2024-02-04 20:52:34', 'IP属地': '湖北', '评论内容': '在别的评论区看到的，我们这边明天后天下冻雨'}
{'评论时间': '2024-02-04 20:24:46', 'IP属地': '湖北', '评论内容': '知道没有暖气的湖北，还要碰到这种自然灾害有多难嘛。而且还停电'}
{'评论时间': '2024-02-04 19:14:27', 'IP属地': '广东', '评论内容': '刘德华唱的那首冰雨，冷冷的冰雨在武汉徘徊'}
{'评论时间': '2024-02-04 13:23:29', 'IP属地': '湖北', '评论内容': '堵在高速上更可怕'}
{'评论时间': '2024-02-04 11:05:26', 'IP属地': '新疆', '评论内容': '这种天气有必要开车吗？'}
